"","date","site","plot","subplot","diversity","id","species","genus","family","growth_form","seed_source_short","type","survival","height","number_leaves","number_herb_damaged","number_fungal_damaged","number_necrotic_damaged","percent_hmin","percent_hmax","percent_fmin","percent_fmax","percent_nmin","percent_nmax","notes"
"59",2023-09-08,"a","aw14","aw14-iv",1,"461","styrax odoratissimus","styrax","styracaceae","shrub/tree","EI","seedling","1",13,5,5,0,0,0.4,0.9,NA,NA,NA,NA,"external invader"
"60",2023-09-08,"a","aw14","aw14-iv",1,"66","styrax odoratissimus","styrax","styracaceae","shrub/tree","EI","seedling","1",7,3,3,0,0,0.2,0.9,NA,NA,NA,NA,"external invader"
"61",2023-09-08,"a","aw14","aw14-iv",1,"847","buddleja lindleyana","buddleja","scrophulariaceae","shrub","EI","sapling","n",38,13,7,0,5,0.01,0.1,NA,NA,0.01,0.1,"external invader"
"62",2023-09-09,"a","ac32","ac32-i",2,"276","lindera reflexa","lindera","lauraceae","shrub/tree","EI","sapling","1",44,11,3,0,1,0.2,0.3,NA,NA,0.01,0.01,"external invader"
"63",2023-09-09,"a","ac32","ac32-i",2,"327","lindera reflexa","lindera","lauraceae","shrub/tree","EI","sapling","1",63,41,4,6,0,0.05,0.4,0.05,0.15,NA,NA,"external invader"
"64",2023-09-09,"a","ac32","ac32-i",2,"597","lindera reflexa","lindera","lauraceae","shrub/tree","EI","sapling","1",61,100,80,0,0,0.05,0.3,NA,NA,NA,NA,"3; external invader"
"65",2023-09-09,"a","ac32","ac32-ii",2,"333","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II","sapling","1",71,300,70,0,50,0.05,0.6,NA,NA,0.1,0.7,"10; internal invader"
"66",2023-09-09,"a","ac32","ac32-ii",2,"666","quercus fabri","quercus","fagaceae","tree","II","sapling","1",31,30,30,3,0,0.05,0.6,0.01,0.1,NA,NA,"internal invader"
"67",2023-09-09,"a","ac32","ac32-iii",2,"660","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",104,450,30,0,15,0.03,0.1,NA,NA,0.3,0.3,"14; external invader"
"68",2023-09-09,"a","ac32","ac32-iii",2,"667","buddleja lindleyana","buddleja","scrophulariaceae","shrub","EI","sapling","1",86,86,78,0,0,0.01,0.9,NA,NA,NA,NA,"external invader"
"69",2023-09-09,"a","ac32","ac32-iv",2,"1740","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",64,150,65,0,0,0.01,0.1,NA,NA,NA,NA,"new label, was 775.; 5; external invader"
"70",2023-09-09,"a","ac32","ac32-iv",2,"349","ilex suaveolens","ilex","aquifoliaceae","shrub/tree","EI","sapling","1",57,48,8,0,3,0.01,0.3,NA,NA,0.03,0.05,"external invader"
"71",2023-09-09,"a","ac32","ac32-iv",2,"716","camellia sinensis","camellia","theaceae","shrub/tree","EI","sapling","n",92,120,40,0,0,0.01,0.4,NA,NA,NA,NA,"4; external invader"
"72",2023-09-09,"a","ap23","ap23-i",2,"888","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II","sapling","n",30,150,50,15,0,0.01,0.3,0.05,0.4,NA,NA,"5; internal invader"
"73",2023-09-09,"a","ar14","ar14-iv",1,"892","smilax china","smilax","smilacaceae","shrub/liana","EI","seedling","n",8,2,0,0,0,NA,NA,NA,NA,NA,NA,"external invader"
"74",2023-09-09,"a","ar14","ar14-iv",1,"980","smilax china","smilax","smilacaceae","shrub/liana","EI","seedling","n",13,9,0,0,0,NA,NA,NA,NA,NA,NA,"external invader"
"75",2023-09-10,"a","ae33","ae33-ii",1,"299","lithocarpus glaber","lithocarpus","fagaceae","tree","R","sapling","r",75,47,6,0,2,0.05,0.95,NA,NA,0.4,0.4,"label corrected in census, outgrowth of planted sapling; regeneration"
"76",2023-09-10,"a","ae33","ae33-iii",1,"110","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","seedling","1",11,8,2,0,0,0.1,0.1,NA,NA,NA,NA,"internal invader"
"77",2023-09-10,"a","ae33","ae33-iii",1,"185","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","seedling","1",12,10,0,1,0,NA,NA,0.2,0.2,NA,NA,"internal invader"
"78",2023-09-10,"a","ae33","ae33-iii",1,"288","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","n",29,11,4,2,0,0.15,0.3,0.03,0.2,NA,NA,"check label.; internal invader"
"79",2023-09-10,"a","ae33","ae33-iii",1,"292","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",37,29,3,0,0,0.01,0.3,NA,NA,NA,NA,"internal invader"
"80",2023-09-10,"a","ae33","ae33-iii",1,"369","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"internal invader"
"81",2023-09-10,"a","ae33","ae33-iii",1,"399","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",43,120,36,16,0,0.05,0.25,0.01,0.05,NA,NA,"label corrected in census. 4; external invader"
"82",2023-09-10,"a","ae33","ae33-iii",1,"402","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",42,32,9,1,0,0.05,0.2,0.03,0.03,NA,NA,"internal invader"
"83",2023-09-10,"a","ae33","ae33-iii",1,"405","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","seedling","1",13,16,7,0,3,0.05,0.2,NA,NA,0.01,0.6,"internal invader"
"84",2023-09-10,"a","ae33","ae33-iii",1,"41","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",41,42,9,0,0,0.05,0.1,NA,NA,NA,NA,"internal invader"
"85",2023-09-10,"a","ae33","ae33-iii",1,"637","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II",NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ben are you serious. no measurements on this one you just tagged it and moved on; internal invader"
"86",2023-09-10,"a","ae33","ae33-iii",1,"83","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",24,25,2,2,0,0.05,0.25,0.01,0.03,NA,NA,"internal invader"
"87",2023-09-10,"a","ae33","ae33-iii",1,"987","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","n",22,4,0,0,0,NA,NA,NA,NA,NA,NA,"internal invader"
"88",2023-09-10,"a","ae33","ae33-iv",1,"376","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",59,56,8,0,1,0.01,0.05,NA,NA,0.05,0.05,"external invader"
"89",2023-09-10,"a","af21","af21-i",1,"351","clerodendrum cyrtophyllum","clerodendrum","lamiaceae","shrub/tree","EI","sapling","1",65,30,8,0,0,0.1,0.5,NA,NA,NA,NA,"external invader"
"90",2023-09-10,"a","af21","af21-i",1,"757","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","n",63,12,0,0,0,NA,NA,NA,NA,NA,NA,"internal invader"
"91",2023-09-10,"a","af21","af21-ii",1,"572","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",63,150,20,0,0,0.01,0.05,NA,NA,NA,NA,"5; external invader"
"92",2023-09-10,"a","af21","af21-ii",1,"578","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",78,210,21,0,0,0.1,0.3,NA,NA,NA,NA,"7; external invader"
"93",2023-09-10,"a","af21","af21-ii",1,"878","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","n",37,150,20,0,0,0.01,0.05,NA,NA,NA,NA,"5; internal invader"
"94",2023-09-10,"a","af21","af21-iii",1,"131","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external invader"
"95",2023-09-10,"a","af21","af21-iii",1,"470","dalbergia hupeana","dalbergia","fabaceae","tree","EI","sapling","1",51,11,7,1,0,0.1,0.5,0.2,0.2,NA,NA,"external invader"
"96",2023-09-10,"a","af21","af21-iii",1,"695","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",47,24,5,2,0,0.01,0.1,0.01,0.03,NA,NA,"label corrected in census; 24 leaves ip; internal invader"
"97",2023-09-10,"a","af21","af21-iii",1,"748","calicarpa dichotoma","calicarpa","lamiaceae","shrub/tree","EI","sapling","n",28,27,0,0,0,NA,NA,NA,NA,NA,NA,"27 leaves in plot; external invader"
"98",2023-09-10,"a","af21","af21-iv",1,"592","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",68,180,18,0,0,0.01,0.05,NA,NA,NA,NA,"label corrected in census; 6; external invader"
"99",2023-09-10,"a","af21","af21-iv",1,"714","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",39,36,2,0,0,0.01,0.2,NA,NA,NA,NA,"internal invader"
"100",2023-09-10,"a","ag24","ag24-i",1,"317","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",41,22,5,8,10,0.05,0.15,0.01,0.03,0.03,0.1,"external invader"
"101",2023-09-10,"a","ag24","ag24-ii",1,"857","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","n",27,25,0,2,0,NA,NA,0.01,0.01,NA,NA,"external invader"
"102",2023-09-10,"a","ag24","ag24-iii",1,"162","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent, may have been in ag24-ii,; external invader"
"103",2023-09-10,"a","ai12","ai12-i",1,"246","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",36,28,6,0,1,0.05,0.3,NA,NA,0.15,0.15,"partially in plot; external invader"
"104",2023-09-10,"a","ai12","ai12-i",1,"449","cinnamomum camphora","cinnamomum","lauraceae","tree","II","sapling","1",48,100,97,0,7,0.5,0.6,NA,NA,0.03,0.1,"3; internal invader"
"105",2023-09-10,"a","ai12","ai12-i",1,"473","syzygium buxifolium","syzygium","myrtaceae","shrub/tree","II","sapling","1",22,53,4,0,0,0.03,0.2,NA,NA,NA,NA,"internal invader"
"106",2023-09-10,"a","ai12","ai12-i",1,"950","calicarpa dichotoma","calicarpa","lamiaceae","shrub/tree","EI","sapling","n",64,19,19,0,0,0.05,0.75,NA,NA,NA,NA,"external invader"
"107",2023-09-10,"a","ai12","ai12-i",1,"973","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","n",25,33,0,5,0,NA,NA,0.01,0.05,NA,NA,"internal invader"
"108",2023-09-10,"a","ai12","ai12-ii",1,"563","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",43,120,28,20,0,0.05,0.1,0.1,0.3,NA,NA,"5; external invader"
"109",2023-09-10,"a","ai12","ai12-ii",1,"588","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",38,100,27,0,23,0.05,0.2,NA,NA,0.01,0.05,"3; external invader"
"110",2023-09-10,"a","ai12","ai12-ii",1,"625","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",44,49,8,7,0,0.01,0.15,0.05,0.2,NA,NA,"external invader"
"111",2023-09-10,"a","ai12","ai12-ii",1,"778","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",21,33,7,0,0,0.05,0.6,NA,NA,NA,NA,"external invader"
"112",2023-09-10,"a","ai12","ai12-ii",1,"872","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","n",26,23,2,0,0,0.01,0.05,NA,NA,NA,NA,"internal invader"
"113",2023-09-10,"a","ai12","ai12-ii",1,"970","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","n",17,13,0,2,0,NA,NA,0.01,0.03,NA,NA,"external invader"
"114",2023-09-10,"a","ai12","ai12-iii",1,"385","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",69,180,36,30,0,0.01,0.15,0.01,0.05,NA,NA,"6; external invader"
"115",2023-09-10,"a","ai12","ai12-iii",1,"587","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",87,46,2,0,0,0.01,0.05,NA,NA,NA,NA,"partially in plot; external invader"
"116",2023-09-10,"a","ai12","ai12-iii",1,"639","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",58,180,36,18,24,0.01,0.1,0.01,0.2,0.01,0.1,"6; external invader"
"117",2023-09-10,"a","ai12","ai12-iv",1,"753","quercus serrata","quercus","fagaceae","tree","II","sapling","1",19,15,8,0,0,0.01,0.2,NA,NA,NA,NA,"internal invader"
"118",2023-09-10,"a","ai12","ai12-iv",1,"837","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",38,39,2,4,0,0.01,0.01,0.3,0.5,NA,NA,"39 ip; external invader"
"119",2023-09-10,"a","ai27","ai27-ii",2,"130","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",63,100,30,0,10,0.01,0.2,NA,NA,0.05,0.2,"3; internal invader"
"120",2023-09-10,"a","ai27","ai27-ii",2,"321","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",51,120,4,0,8,0.05,0.05,NA,NA,0.2,0.3,"4; internal invader"
"121",2023-09-10,"a","ai27","ai27-ii",2,"651","rhododendron simsii","rhododendron","ericaceae","shrub/tree","ASP","sapling","1",18,40,5,6,0,0.01,0.4,0.01,0.1,NA,NA,"planted, but not at this site"
"122",2023-09-10,"a","ai27","ai27-ii",2,"705","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",41,74,3,0,4,0.01,0.1,NA,NA,0.01,0.05,"external invader"
"123",2023-09-10,"a","ai27","ai27-iii",2,"208","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",26,55,15,0,21,0.01,0.5,NA,NA,0.01,0.2,"external invader"
"124",2023-09-10,"a","ai27","ai27-iii",2,"257","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",42,53,4,0,1,0.01,0.2,NA,NA,0.01,0.01,"external invader"
"125",2023-09-10,"a","ai27","ai27-iii",2,"482","castanea henryi","castanea","fagaceae","tree","II","sapling","r",94,240,168,8,0,0.05,0.6,0.03,0.03,NA,NA,"8; internal invader"
"126",2023-09-10,"a","ai27","ai27-iii",2,"59","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",81,210,35,14,0,0.01,0.3,0.01,0.05,NA,NA,"7; internal invader"
"127",2023-09-10,"a","ai27","ai27-iii",2,"602","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",42,42,2,0,1,0.05,0.05,NA,NA,0.01,0.01,"external invader"
"128",2023-09-10,"a","ai27","ai27-iii",2,"659","loropetalum chinense","loropetalum","hamamelidaceae","shrub","II","sapling","1",73,420,98,0,0,0.05,0.5,NA,NA,NA,NA,"14; internal invader"
"129",2023-09-10,"a","ai27","ai27-iv",2,"198","eurya muricata","eurya","pentaphylacaceae","shrub/tree","II","sapling","1",57,120,12,0,12,0.05,0.2,NA,NA,0.01,0.05,"4; internal invader"
"130",2023-09-10,"a","ai27","ai27-iv",2,"661","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",51,120,32,0,8,0.01,0.05,NA,NA,0.05,0.2,"4; external invader"
"131",2023-09-10,"a","ai28","ai28-i",1,"213","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI",NA,"x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"same individual as 472; external invader"
"132",2023-09-10,"a","ai28","ai28-i",1,"472","adinandra millettii","adinandra","pentaphylacaceae","shrub/tree","EI","sapling","1",72,150,25,0,20,0.01,0.3,NA,NA,0.05,0.05,"5; external invader"
